111,B03ACIAPP017,EIW_PM_HIST_AP,EIW_PM_HISTGEOINIT,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histgeoinit.sh,eiwclst,B03ACIAPP017#EIW_PM_WKLY_AP.EIW_PM_WKLYHANDOFF,EIW_PM_HISTAP
114,B03ACIAPP017,EIW_PM_HIST_AP,EIW_PM_HISTCUST,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histcust.sh,eiwclst,B03ACIAPP017#EIW_PM_HIST_AP.EIW_PM_HISTMREV_IGS,EIW_PM_HISTAP
117,B03ACIAPP017,EIW_PM_HIST_AP,EIW_PM_HISTFINALPOP,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histcopy.sh,eiwclst,B03ACIAPP017#EIW_PM_HIST_AP.EIW_PM_HISTCUST,EIW_PM_HISTAP
87,B03ACIAPP017,EIW_PM_DLY_AM,EIW_PM_DLYFINALPOP,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/dlyfinalpop.sh,eiwclst,B03ACIAPP017#EIW_PM_DLY_AM.EIW_PM_SECURITY,EIW_PM_DLYAM
90,B03ACIAPP017,EIW_LLL_DLY,EIW_BUILD_OPTY,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/daily_lll_feed.sh,eiwclst,B03ACIAPP017#EIW_PM_DLY_AM.EIW_PM_DLYHANDOFF,EIW_LLLDLY
89,B03ACIAPP017,EIW_LLL_DLY,EIW_BUILD_LLL,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/buildlllfeeds.sh,eiwclst,B03ACIAPP017#EIW_PM_DLY_AM.EIW_PM_DLYHANDOFF,EIW_LLLDLY
93,B03ACIAPP017,EIW_PM_BACKUP,EIW_PM_WKLYBACKUP,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/backupPMweeklytables.sh,eiwclst,-,EIW_PMBACKUP
139,B03ACIAPP017,EIW_P2V_EM_LOAD,EIW_P2V_EM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh P2V_EM,omatic,B03ACIAPP018#EIW_P2V_EM_LOAD.EIW_P2V_EM_OMATIC_LOAD,EIW_P2V_EMLOAD
137,B03ACIAPP017,EIW_P2C_EM_LOAD,EIW_P2C_EM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh P2C_EM,omatic,B03ACIAPP018#EIW_P2C_EM_LOAD.EIW_P2C_EM_OMATIC_LOAD,EIW_P2C_EMLOAD
161,B03ACIAPP017,EIW_W_HIST_EM,EIW_WKLY_LOAD_HIST_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh HIS_WKLYEM,omatic,B03ACIAPP017#EIW_PM_HIST_EM.EIW_PM_HISTHANDOFF,EIW_W_HISTEM
144,B03ACIAPP017,EIW_G_HIST_EM,EIW_GI_HIST_L_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh HISTGI_EM,omatic,B03ACIAPP017#EIW_G_HIST_EM.EIW_GI_HIST_T_EM,EIW_G_HISTEM
145,B03ACIAPP017,EIW_HIS_FACT_EM,EIW_HIS_FACT_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh HIS_FACTEM,omatic,B03ACIAPP019#EIW_DSPM_WKLY_EM.EIW_DS_PM_W_EM,EIW_HIS_FACTEM
140,B03ACIAPP017,EIW_EM_WKLY_LOAD,EIW_COB_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh EMWKLY_DLY,omatic,"/db2/db2load1/data/Ascential/VITALITY/FLAG/ESA_CONFORM_30_DONE,/db2/db2load1/data/Ascential/VITALITY/FLAG/OPPSTAR_CONFORM_30_DONE,B03ACIAPP017#EIW_EM_DLY_LOAD.EIW_EODEM_DOWN",EIW_EM_WKLYLOAD
150,B03ACIAPP017,EIW_WSAI_SWP_EM,EIW_SCED_SWP_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh EMSCED_SWP,omatic,B03ACIAPP019#EIW_PST_SWP_W_30.EIW_SCED_SWP_30,EIW_WSAI_SWPEM
162,B03ACIAPP017,EIW_WSAI_SND_EM,EIW_SCED_SND_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh EMSCED_SND,omatic,B03ACIAPP019#EIW_PST_SND_W_EM.EIW_SCED_SND_EM,EIW_WSAI_SNDEM
166,B03ACIAPP017,EIW_WSAI_SHW_EM,EIW_SCED_SYSHW_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh EMSCED_SHW,omatic,B03ACIAPP019#EIW_PST_SHW_W_30.EIW_SCED_SYSHW_30,EIW_WSAI_SHWEM
149,B03ACIAPP017,EIW_WSAI_GTS_EM,EIW_SCED_GTS_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh EMSCED_GTS,omatic,B03ACIAPP019#EIW_PST_GTS_W_30.EIW_SCED_GTS_30,EIW_WSAI_GTSEM
164,B03ACIAPP017,EIW_WSAI_GBS_EM,EIW_SCED_GBS_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh EMSCED_GBS,omatic,B03ACIAPP019#EIW_PST_GBS_W_EM.EIW_SCED_GBS_EM,EIW_WSAI_GBSEM
136,B03ACIAPP017,EIW_EM_QTRSOL,EIW_SOL_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh EMADPM_FRI,omatic,"/db2/db2load1/data/Ascential/VITALITY/FLAG/ESA_CONFORM_30_DONE,/db2/db2load1/data/Ascential/VITALITY/FLAG/OPPSTAR_CONFORM_30_DONE",EIW_EMQTRSOL
130,B03ACIAPP017,EIW_PDA_ARDELOAD,EIW_PDA_ARDE83_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh ARDE83,omatic,B03ACIAPP017#/db2/db2load1/data/ARDE/data_test/group_arde83_ready_for_pda,EIW_PDAARDELOAD
131,B03ACIAPP017,EIW_PDA_ARDELOAD,EIW_PDA_ARDE52_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh ARDE52,omatic,B03ACIAPP017#/db2/db2load1/data/ARDE/data_test/group_arde52_ready_for_pda,EIW_PDAARDELOAD
168,B03ACIAPP017,EIW_PDA_ARDELOAD,EIW_PDA_ARDE04_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh ARDE04,omatic,B03ACIAPP017#/db2/db2load1/data/ARDE/data_test/group_arde04_ready_for_pda,EIW_PDAARDELOAD
129,B03ACIAPP017,EIW_PDA_ARDELOAD,EIW_PDA_ARDE03_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh ARDE03,omatic,B03ACIAPP017#/db2/db2load1/data/ARDE/data_test/group_arde03_ready_for_pda,EIW_PDAARDELOAD
169,B03ACIAPP017,EIW_AM_QTRSOL,EIW_SOL_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AMADPM_FRI,omatic,"/db2/db2load1/data/Ascential/VITALITY/FLAG/ESA_CONFORM_AM_DONE,/db2/db2load1/data/Ascential/VITALITY/FLAG/OPPSTAR_CONFORM_AM_DONE",EIW_AMQTRSOL
146,B03ACIAPP017,EIW_G_HIST_EM,EIW_13WK_LD_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh 13WK_EM,omatic,B03ACIAPP017#EIW_G_HIST_EM.EIW_GI_13W_T_EM,EIW_G_HISTEM
153,B03ACIAPP017,EIW_ARDE_DEL_EMW,EIW_ARDE_DEL_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/bin/ardedeltrigger.sh EM,omatic,"B03ACIAPP017#EIW_PM_WKLY_AM.EIW_PM_WKLYHANDOFF,B03ACIAPP019#EIW_SNAP_WKLY_30.EIW_SNAP_WK_30",EIW_ARDE_DELEMW
148,B03ACIAPP017,EIW_PM_WKLY_EM,EIW_PM_WKLYREV,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/wklyrev.sh,eiwclst,B03ACIAPP017#EIW_PM_WKLY_EM.EIW_PM_WKLYGEOINIT_EM,EIW_PM_WKLYEM
152,B03ACIAPP017,EIW_PM_WKLY_EM,EIW_PM_WKLYHANDOFF,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/wklyhandoff.sh,eiwclst,B03ACIAPP017#EIW_PM_WKLY_EM.EIW_PM_WKLYFINALPOP,EIW_PM_WKLYEM
151,B03ACIAPP017,EIW_PM_WKLY_EM,EIW_PM_WKLYFINALPOP,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/wklyfinalpop.sh,eiwclst,B03ACIAPP017#EIW_PM_WKLY_EM.EIW_PM_WKLYFCTS,EIW_PM_WKLYEM
143,B03ACIAPP017,EIW_G_HIST_EM,EIW_GI_HIST_T_EM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/initruleengine_hist_weekly.sh 30,eiwclst,B03ACIAPP017#EIW_G_HIST_EM.EIW_GI_HIST_B_EM,EIW_G_HISTEM
156,B03ACIAPP017,EIW_PM_HIST_EM,EIW_PM_HISTREV,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histrev.sh,eiwclst,B03ACIAPP017#EIW_PM_HIST_EM.EIW_PM_HISTREF,EIW_PM_HISTEM
155,B03ACIAPP017,EIW_PM_HIST_EM,EIW_PM_HISTREF,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histref.sh,eiwclst,B03ACIAPP017#EIW_PM_HIST_EM.EIW_PM_HISTGEOINIT,EIW_PM_HISTEM
154,B03ACIAPP017,EIW_PM_HIST_EM,EIW_PM_HISTGEOINIT,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histgeoinit.sh,eiwclst,B03ACIAPP017#EIW_PM_WKLY_EM.EIW_PM_WKLYHANDOFF,EIW_PM_HISTEM
157,B03ACIAPP017,EIW_PM_HIST_EM,EIW_PM_HISTCUST,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histcust.sh,eiwclst,B03ACIAPP017#EIW_PM_HISTREV,EIW_PM_HISTEM
159,B03ACIAPP017,EIW_PM_HIST_EM,EIW_PM_HISTFINALPOP,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histcopy.sh,eiwclst,B03ACIAPP017#EIW_PM_HIST_EM.EIW_PM_HISTCUST,EIW_PM_HISTEM
179,B03ACIAPP017,EIW_P2V_AM_LOAD,EIW_P2V_AM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh P2V_AM,omatic,B03ACIAPP018#EIW_P2V_AM_LOAD.EIW_P2V_AM_OMATIC_LOAD,EIW_P2V_AMLOAD
178,B03ACIAPP017,EIW_P2C_AM_LOAD,EIW_P2C_AM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh P2C_AM,omatic,B03ACIAPP018#EIW_P2C_AM_LOAD.EIW_P2C_AM_OMATIC_LOAD,EIW_P2C_AMLOAD
196,B03ACIAPP017,EIW_W_HIST_AM,EIW_WKLY_LOAD_HIST_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh HIS_WKLYAM,omatic,"B03ACIAPP017#EIW_PM_HIST_AM.EIW_PM_HISTHANDOFF,B03ACIAPP019#EIW_ASISCUST_AM.EIW_AS_IS_CUST_AM,B03ACIAPP019#EIW_OPPFD_QTR_AM.EIW_OPP_FCST_DEC_QTR_AM",EIW_W_HISTAM
180,B03ACIAPP017,EIW_HIS_FACT_AM,EIW_HIS_FACT_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh HIS_FACTAM,omatic,B03ACIAPP019#EIW_DSPM_WKLY_AM.EIW_DS_PM_W_AM,EIW_HIS_FACTAM
208,B03ACIAPP017,EIW_PDA_ARDELOAD,EIW_PDA_ARDE85_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh ARDE85,omatic,B03ACIAPP017#/db2/db2load1/data/ARDE/data_test/group_arde85_ready_for_pda,EIW_PDAARDELOAD
210,B03ACIAPP017,EIW_PDA_ARDELOAD,EIW_PDA_ARDE55_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh ARDE55,omatic,B03ACIAPP017#/db2/db2load1/data/ARDE/data_test/group_arde55_ready_for_pda,EIW_PDAARDELOAD
209,B03ACIAPP017,EIW_PDA_ARDELOAD,EIW_PDA_ARDE07_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh ARDE07,omatic,B03ACIAPP017#/db2/db2load1/data/ARDE/data_test/group_arde07_ready_for_pda,EIW_PDAARDELOAD
206,B03ACIAPP017,EIW_PDA_ARDELOAD,EIW_PDA_ARDE05_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh ARDE05,omatic,B03ACIAPP017#/db2/db2load1/data/ARDE/data_test/group_arde05_ready_for_pda,EIW_PDAARDELOAD
173,B03ACIAPP017,EIW_AM_ODI_WKL,EIW_AM_ODI_L,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AMWKLY_GI,omatic,EIW_OPPINIT_AM_W.EIW_OPPINIT_AM,EIW_AM_ODIWKL
202,B03ACIAPP019,EIW_TREND_W_AM,EIW_TREND_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AMTREND_WK,omatic,"EIW_TREND_AM,",EIW_TREND_WAM
184,B03ACIAPP017,EIW_WSAI_SWP_AM,EIW_SCED_SWP_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AMSCED_SWP,omatic,B03ACIAPP019#EIW_PST_SWP_W_AM.EIW_SCED_SWP_AM,EIW_WSAI_SWPAM
195,B03ACIAPP017,EIW_WSAI_SND_AM,EIW_SCED_SND_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AMSCED_SND,omatic,B03ACIAPP019#EIW_PST_SND_W_AM.EIW_SCED_SND_AM,EIW_WSAI_SNDAM
191,B03ACIAPP017,EIW_WSAI_IBU_AM,EIW_SCED_IBU_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AMSCED_IBU,omatic,B03ACIAPP019#EIW_PST_IBU_W_AM.EIW_SCED_IBU_AM,EIW_WSAI_IBUAM
183,B03ACIAPP017,EIW_WSAI_GTS_AM,EIW_SCED_GTS_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AMSCED_GTS,omatic,B03ACIAPP019#EIW_PST_GTS_W_AM.EIW_SCED_GTS_AM,EIW_WSAI_GTSAM
197,B03ACIAPP017,EIW_WSAI_GBS_AM,EIW_SCED_GBS_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AMSCED_GBS,omatic,B03ACIAPP019#EIW_PST_GBS_W_AM.EIW_SCED_GBS_AM,EIW_WSAI_GBSAM
176,B03ACIAPP017,EIW_G_HIST_AM,EIW_13WK_LD_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh 13WK_AM,omatic,B03ACIAPP017#EIW_GI_13W_T_AM,EIW_G_HISTAM
200,B03ACIAPP017,EIW_AM_WKLY_LOAD,EIW_EODAM_W_UP,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/bin/eodtrigger.sh AM UP WEEKLY,omatic,"B03ACIAPP017#EIW_AM_DLY_LOAD.EIW_DLY_OPP_STAR_LOAD_AM,B03ACIAPP017#EIW_AM_DLY_LOAD.EIW_EODAM_DOWN,B03ACIAPP017#EIW_AM_LOAD.EIW_DAILY_LOAD_AM,B03ACIAPP017#EIW_WEEKLY_LOAD_AM",EIW_AM_WKLYLOAD
194,B03ACIAPP017,EIW_ARDE_DEL_AMW,EIW_ARDE_DEL_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/omatic/bin/ardedeltrigger.sh AM,omatic,"B03ACIAPP017#EIW_PM_WKLY_AM.EIW_PM_WKLYHANDOFF,B03ACIAPP019#EIW_SNAP_WKLY_AM.EIW_SNAP_WK_AM",EIW_ARDE_DELAMW
186,B03ACIAPP017,EIW_PM_WKLY_AM,EIW_PM_WKLYHANDOFF,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/wklyhandoff.sh,eiwclst,B03ACIAPP017#EIW_PM_WKLY_AM.EIW_PM_WKLYFINALPOP,EIW_PM_WKLYAM
181,B03ACIAPP017,EIW_PM_WKLY_AM,EIW_PM_WKLYGEOINIT_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/wklygeoinit.sh AM,eiwclst,"B03ACIAPP017#EIW_PM_DLY_AM.EIW_PM_DLYHANDOFF,B03ACIAPP019#EIW_DSPM_WKLY_AM.EIW_DS_PM_W_AM",EIW_PM_WKLYAM
174,B03ACIAPP017,EIW_G_HIST_AM,EIW_GI_HIST_T_AM,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/initruleengine_hist_weekly.sh AM,eiwclst,B03ACIAPP017#EIW_GI_HIST_B_AM,EIW_G_HISTAM
189,B03ACIAPP017,EIW_PM_HIST_AM,EIW_PM_HISTREV,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histrev.sh,eiwclst,B03ACIAPP017#EIW_PM_HIST_AM.EIW_PM_HISTREF,EIW_PM_HISTAM
188,B03ACIAPP017,EIW_PM_HIST_AM,EIW_PM_HISTREF,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histref.sh,eiwclst,B03ACIAPP017#EIW_PM_HIST_AM.EIW_PM_HISTGEOINIT,EIW_PM_HISTAM
187,B03ACIAPP017,EIW_PM_HIST_AM,EIW_PM_HISTGEOINIT,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histgeoinit.sh,eiwclst,B03ACIAPP017#EIW_PM_WKLY_AM.EIW_PM_WKLYHANDOFF,EIW_PM_HISTAM
190,B03ACIAPP017,EIW_PM_HIST_AM,EIW_PM_HISTCUST,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histcust.sh,eiwclst,B03ACIAPP017#EIW_PM_HIST_AM.EIW_PM_HISTMREV_IGS,EIW_PM_HISTAM
192,B03ACIAPP017,EIW_PM_HIST_AM,EIW_PM_HISTFINALPOP,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/wrk/histcopy.sh,eiwclst,B03ACIAPP017#EIW_PM_HIST_AM.EIW_PM_HISTCUST,EIW_PM_HISTAM
205,B03ACIAPP017,EIW_MAM_ASSET,EIW_MAM_PULL,B03ACIAPP017.ahe.boulder.ibm.com,,/home/eiwclst/LM/bin/com/ibm/eiw/gcs/wrk/extractAssetData.sh 1,eiwclst,-,EIW_MAMASSET
201,B03ACIAPP017,EIW_AM_WKLY_LOAD,EIW_WKL_COMPRESS,B03ACIAPP017.ahe.boulder.ibm.com,,/db2/db2load3/DST/del_transfer_2DST65/compress_AHE_del.sh weekly,omatic,B03ACIAPP018#EIW_AM_WKLY_LOAD.EIW_EODAM_W_UP,EIW_AM_WKLYLOAD
207,B03ACIAPP017,EIW_AM_WKLY_LOAD,EIW_ARDE_COMPRES,B03ACIAPP017.ahe.boulder.ibm.com,,/db2/db2load3/DST/del_transfer_2DST65/compress_AHE_del.sh arde,omatic,B03ACIAPP018#EIW_DM_ARDELOAD.EIW_ESADM_ARDE05_LOAD,EIW_AM_WKLYLOAD
212,B03ACIAPP017,EIW_ORG_EXPLOAD,EIW_ORG_MVS_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,"",/home/aixdba2/orgref/or1dm/load_orgtables_from_MVS.sh,aixdba2,EIW_ORG_MVS_EXP,EIW_ORGEXPLOAD
211,B03ACIAPP017,EIW_ORG_EXPLOAD,EIW_ORG_MVS_EXP,B03ACIAPP017.ahe.boulder.ibm.com,"",/home/aixdba2/orgref/or1dm/export_orgtables_from_MVS.sh,aixdba2,/db2/db2load3/downstream/OrgData/ORG.TRIG,EIW_ORGEXPLOAD
230,B03ACIAPP017,EIW_DUMMY_TEST,IGS_TEST_3,B03ACIAPP017.ahe.boulder.ibm.com,"",/home/eiwclst/dummy.sh,eiwclst,-,EIW_DUMMYTEST
251,B03ACIAPP018,EIW_EM_ODI_DLY,EIW_EM_ODI_D,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh EMDAILY_GI,omatic,B03ACIAPP017#EIW_OPPINIT_30_W.EIW_OPPINIT_30,EIW_EM_ODIDLY
253,B03ACIAPP018,EIW_EM_LOAD,EIW_DAILY_LOAD_EM,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh EMADPM_DLY,omatic,"B03ACIAPP017#EIW_PM_DLY_EM.EIW_PM_DLYHANDOFF,B03ACIAPP019#EIW_OPPFD_QTR_30.EIW_OPP_FCST_DEC_QTR_30",EIW_EMLOAD
240,B03ACIAPP018,EIW_DM_ARDELOAD,EIW_ESADM_ARDE28_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh ARDE28,omatic,B03ACIAPP018#/db2/db2load1/data/ARDE/data_test/group_arde28_ready_to_load,EIW_DMARDELOAD
245,B03ACIAPP018,EIW_AP_RDMAP_DLY,EIW_RM_DLY_LOAD_AP,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AP_RM_DLY,omatic,"B03ACIAPP019#EIW_RM_D_AP.EIW_ROADMAP_FACT_AP_D,B03ACIAPP019#EIW_RM_W_AP.EIW_ROADMAP_FACT_AP_W",EIW_AP_RDMAPDLY
246,B03ACIAPP018,EIW_AP_ODI_DLY,EIW_AP_ODI_D,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh APDAILY_GI,omatic,B03ACIAPP017#EIW_OPPINIT_AP_W.EIW_OPPINIT_AP,EIW_AP_ODIDLY
247,B03ACIAPP018,EIW_AP_LOAD,EIW_DAILY_LOAD_AP,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh APADPM_DLY,omatic,"B03ACIAPP017#EIW_PM_DLY_AP.EIW_PM_DLYHANDOFF,B03ACIAPP019#EIW_OPPFD_QTR_AP.EIW_OPP_FCST_DEC_QTR_AP",EIW_APLOAD
238,B03ACIAPP018,EIW_AM_RDMAP_DLY,EIW_RM_DLY_LOAD_AM,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AM_RM_DLY,omatic,"B03ACIAPP019#EIW_RM_D_AM.EIW_ROADMAP_FACT_AM_D,B03ACIAPP019#EIW_RM_W_AM.EIW_ROADMAP_FACT_AM_W",EIW_AM_RDMAPDLY
239,B03ACIAPP018,EIW_AM_LOAD,EIW_DAILY_LOAD_AM,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/cdw/submit_PM.sh AMADPM_DLY,omatic,"B03ACIAPP017#EIW_PM_DLY_AM.EIW_PM_DLYHANDOFF,B03ACIAPP019#EIW_OPPFD_QTR_AM.EIW_OPP_FCST_DEC_QTR_AM,B03ACIAPP019#EIW_SNAP_DAILY.EIW_SNAP_D",EIW_AMLOAD
249,B03ACIAPP018,EIW_EM_DLY_LOAD,EIW_EODEM_DOWN,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/bin/eodtrigger.sh EM DOWN,omatic,"/db2/db2load1/data/Ascential/VITALITY/FLAG/ESA_CONFORM_30_DONE,/db2/db2load1/data/Ascential/VITALITY/FLAG/OPPSTAR_CONFORM_30_DONE",EIW_EM_DLYLOAD
242,B03ACIAPP018,EIW_AP_DLY_LOAD,EIW_EODAP_DOWN,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/bin/eodtrigger.sh AP DOWN,omatic,"/db2/db2load1/data/Ascential/VITALITY/FLAG/ESA_CONFORM_AP_DONE,/db2/db2load1/data/Ascential/VITALITY/FLAG/OPPSTAR_CONFORM_AP_DONE",EIW_AP_DLYLOAD
241,B03ACIAPP018,EIW_AM_DLY_LOAD,EIW_EODAM_UP,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/bin/eodtrigger.sh AM UP DAILY,omatic,"B03ACIAPP018#EIW_AM_LOAD.EIW_DAILY_LOAD_AM,B03ACIAPP018#EIW_DLY_OPP_STAR_LOAD_AM,B03ACIAPP018#EIW_EODAM_DOWN",EIW_AM_DLYLOAD
233,B03ACIAPP017,EIW_WSAI_TSS_AP,EIW_SCED_TSS_LOAD_AP,B03ACIAPP017.ahe.boulder.ibm.com,"",/home/omatic/cdw/submit_PM.sh APSCED_TSS,omatic,B03ACIAPP019#EIW_PST_TSS_W_AP.EIW_SCED_TSS_AP,EIW_WSAI_TSSAP
234,B03ACIAPP017,EIW_PDA_ARDELOAD,EIW_PDA_ARDE11_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,"",/home/omatic/cdw/submit_PM.sh ARDE11,omatic,B03ACIAPP017#/db2/db2load1/data/ARDE/data_test/group_arde11_ready_for_pda,EIW_PDAARDELOAD
235,B03ACIAPP017,EIW_WSAI_TSS_EM,EIW_SCED_TSS_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,"",/home/omatic/cdw/submit_PM.sh EMSCED_TSS,omatic, B03ACIAPP019#EIW_PST_TSS_W_30.EIW_SCED_TSS_30,EIW_WSAI_TSSEM
236,B03ACIAPP017,EIW_WSAI_TSS_AM,EIW_SCED_TSS_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,"",/home/omatic/cdw/submit_PM.sh AMSCED_GBS,omatic,B03ACIAPP019#EIW_PST_TSS_W_AM.EIW_SCED_TSS_AM,EIW_WSAI_TSSAM
231,B03ACIAPP017,EIW_STAR_LOAD,EIW_STAR_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,"",/home/omatic/cdw/submit_PM.sh STAR,omatic,B03ACIAPP017#/db2/db2load1/data/Ascential/VITALITY/FLAG/STAR_XFORM_PDA,EIW_STARLOAD
232,B03ACIAPP017,EIW_DUMMY_TEST,EIW_DUMMY_TEST,B03ACIAPP017.ahe.boulder.ibm.com,"",/home/eiwclst/dummy.sh,eiwclst,-,EIW_DUMMYTEST
268,B03ACIAPP018,EIW_HIS_FACT_AP,EIW_HIS_FVLK_P_AP,B03ACIAPP018.ahe.boulder.ibm.com,,/home/omatic/TWS/trim/HistPart_FV_LOOKAHEAD_AP.sh,omatic,B03ACIAPP019#EIW_DSPM_WKLY_AP.EIW_DS_PM_W_AP,EIW_HIS_FACTAP
