SCHEDULE,TABLE,DEL FILE
AMADPM_DLY,EDGEDM.FV_OPP_DETAIL_DAILY_MEAS_REVENUE,/db2/db2load1/data/LM/data/expfvdailymeasrev.del
AMADPM_DLY,EDGEDM.FV_OPP_DETAIL_DAILY_MEAS_REVENUE,/db2/db2load1/data/LM/data/expfvdailymeasrev30.del
AMADPM_DLY,EDGEDM.FV_OPP_DETAIL_DAILY_MEAS_REVENUE,/db2/db2load1/data/LM/data/expfvdailymeasrevAP.del
APADPM_DLY,EDGEDM.FV_OPP_DETAIL_DAILY_MEAS_REVENUE,/db2/db2load1/data/LM/data/expfvdailymeasrev.del
APADPM_DLY,EDGEDM.FV_OPP_DETAIL_DAILY_MEAS_REVENUE,/db2/db2load1/data/LM/data/expfvdailymeasrev30.del
APADPM_DLY,EDGEDM.FV_OPP_DETAIL_DAILY_MEAS_REVENUE,/db2/db2load1/data/LM/data/expfvdailymeasrevAP.del
EMADPM_DLY,EDGEDM.FV_OPP_DETAIL_DAILY_MEAS_REVENUE,/db2/db2load1/data/LM/data/expfvdailymeasrev.del
EMADPM_DLY,EDGEDM.FV_OPP_DETAIL_DAILY_MEAS_REVENUE,/db2/db2load1/data/LM/data/expfvdailymeasrev30.del
EMADPM_DLY,EDGEDM.FV_OPP_DETAIL_DAILY_MEAS_REVENUE,/db2/db2load1/data/LM/data/expfvdailymeasrevAP.del
HIS_WKLYAM,EDGEDM.FV_OPP_DETAIL_HISTORY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_HISTORY_MEAS_REVENUE_AM.del
HIS_WKLYAP,EDGEDM.FV_OPP_DETAIL_HISTORY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_HISTORY_MEAS_REVENUE_AP.del
HIS_WKLYEM,EDGEDM.FV_OPP_DETAIL_HISTORY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_HISTORY_MEAS_REVENUE_30.del
AMADPM_WK,EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE_30.del
AMADPM_WK,EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE_AM.del
AMADPM_WK,EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE_AP.del
APADPM_WK,EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE_30.del
APADPM_WK,EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE_AM.del
APADPM_WK,EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE_AP.del
EMADPM_WK,EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE_30.del
EMADPM_WK,EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE_AM.del
EMADPM_WK,EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE,/db2/db2load3/LM/data/EDGEDM.FV_OPP_DETAIL_WEEKLY_MEAS_REVENUE_AP.del
AMADPM_WK,EDGEDM.FV_PLAN_ATTAINMENT,/db2/db2load3/LM/data/EDGEDM.FV_PLAN_ATTAINMENT.del
APADPM_WK,EDGEDM.FV_PLAN_ATTAINMENT,/db2/db2load3/LM/data/EDGEDM.FV_PLAN_ATTAINMENT.del
EMADPM_WK,EDGEDM.FV_PLAN_ATTAINMENT,/db2/db2load3/LM/data/EDGEDM.FV_PLAN_ATTAINMENT.del
AMSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_30.del
AMSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_AM.del
AMSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_AP.del
AMSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_WW.del
APSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_30.del
APSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_AM.del
APSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_AP.del
APSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_WW.del
EMSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_30.del
EMSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_AM.del
EMSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_AP.del
EMSCED_GBS,EDGEDM.GBS_CVG_AGGR_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_CVG_AGGR_FACT_WW.del
AMSCED_GBS,EDGEDM.GBS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_KEY_DEAL_FACT_30.del
AMSCED_GBS,EDGEDM.GBS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_KEY_DEAL_FACT_AM.del
AMSCED_GBS,EDGEDM.GBS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_KEY_DEAL_FACT_AP.del
APSCED_GBS,EDGEDM.GBS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_KEY_DEAL_FACT_30.del
APSCED_GBS,EDGEDM.GBS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_KEY_DEAL_FACT_AM.del
APSCED_GBS,EDGEDM.GBS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_KEY_DEAL_FACT_AP.del
EMSCED_GBS,EDGEDM.GBS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_KEY_DEAL_FACT_30.del
EMSCED_GBS,EDGEDM.GBS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_KEY_DEAL_FACT_AM.del
EMSCED_GBS,EDGEDM.GBS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GBS_KEY_DEAL_FACT_AP.del
APDAILY,EDGEDM.GEOGRAPHY,/db2/db2load1/data/Ascential/DM/CONFORM.GEOGRAPHY.del
AMSCED_GTS,EDGEDM.GTS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GTS_KEY_DEAL_FACT_30.del
AMSCED_GTS,EDGEDM.GTS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GTS_KEY_DEAL_FACT_AM.del
AMSCED_GTS,EDGEDM.GTS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GTS_KEY_DEAL_FACT_AP.del
APSCED_GTS,EDGEDM.GTS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GTS_KEY_DEAL_FACT_30.del
APSCED_GTS,EDGEDM.GTS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GTS_KEY_DEAL_FACT_AM.del
APSCED_GTS,EDGEDM.GTS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GTS_KEY_DEAL_FACT_AP.del
EMSCED_GTS,EDGEDM.GTS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GTS_KEY_DEAL_FACT_30.del
EMSCED_GTS,EDGEDM.GTS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GTS_KEY_DEAL_FACT_AM.del
EMSCED_GTS,EDGEDM.GTS_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.GTS_KEY_DEAL_FACT_AP.del
AMWKLY_DLY,EDGEDM.HIST_OPP_ROGUE_INDICATOR,/db2/db2load1/data/Ascential/DM/EDGEDM.WKLY_OPP_ROGUE_INDICATOR_30.del
AMWKLY_DLY,EDGEDM.HIST_OPP_ROGUE_INDICATOR,/db2/db2load1/data/Ascential/DM/EDGEDM.WKLY_OPP_ROGUE_INDICATOR_AM.del
AMWKLY_DLY,EDGEDM.HIST_OPP_ROGUE_INDICATOR,/db2/db2load1/data/Ascential/DM/EDGEDM.WKLY_OPP_ROGUE_INDICATOR_AP.del
APWKLY_DLY,EDGEDM.HIST_OPP_ROGUE_INDICATOR,/db2/db2load1/data/Ascential/DM/EDGEDM.WKLY_OPP_ROGUE_INDICATOR_30.del
APWKLY_DLY,EDGEDM.HIST_OPP_ROGUE_INDICATOR,/db2/db2load1/data/Ascential/DM/EDGEDM.WKLY_OPP_ROGUE_INDICATOR_AM.del
APWKLY_DLY,EDGEDM.HIST_OPP_ROGUE_INDICATOR,/db2/db2load1/data/Ascential/DM/EDGEDM.WKLY_OPP_ROGUE_INDICATOR_AP.del
EMWKLY_DLY,EDGEDM.HIST_OPP_ROGUE_INDICATOR,/db2/db2load1/data/Ascential/DM/EDGEDM.WKLY_OPP_ROGUE_INDICATOR_30.del
EMWKLY_DLY,EDGEDM.HIST_OPP_ROGUE_INDICATOR,/db2/db2load1/data/Ascential/DM/EDGEDM.WKLY_OPP_ROGUE_INDICATOR_AM.del
EMWKLY_DLY,EDGEDM.HIST_OPP_ROGUE_INDICATOR,/db2/db2load1/data/Ascential/DM/EDGEDM.WKLY_OPP_ROGUE_INDICATOR_AP.del
STAR,EDGEDM.HIST_STAR_ASSESSMENT,/db2/db2load3/LM/data/EDGEDM.HIST_STAR_ASSESSMENT.del
AMADPM_WK,EDGEDM.IA_CV_QUOTA_ATTAINMENT,/db2/db2load1/data/Ascential/DM/cvattain_ia.del
APADPM_WK,EDGEDM.IA_CV_QUOTA_ATTAINMENT,/db2/db2load1/data/Ascential/DM/cvattain_ia.del
EMADPM_WK,EDGEDM.IA_CV_QUOTA_ATTAINMENT,/db2/db2load1/data/Ascential/DM/cvattain_ia.del
AMADPM_WK,EDGEDM.IA_TSV_QUOTA_ATTAINMENT,/db2/db2load1/data/Ascential/DM/EDGEDM.IA_TSV_QUOTA_ATTAINMENT.del
APADPM_WK,EDGEDM.IA_TSV_QUOTA_ATTAINMENT,/db2/db2load1/data/Ascential/DM/EDGEDM.IA_TSV_QUOTA_ATTAINMENT.del
EMADPM_WK,EDGEDM.IA_TSV_QUOTA_ATTAINMENT,/db2/db2load1/data/Ascential/DM/EDGEDM.IA_TSV_QUOTA_ATTAINMENT.del
APDAILY,EDGEDM.IBM_SALES_ORG,/db2/db2load1/data/Ascential/BI3/DM/CONFORM.IBM_SALES_ORG.DEL
AMSCED_IBU,EDGEDM.IBU_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.IBU_KEY_DEAL_FACT_30.del
AMSCED_IBU,EDGEDM.IBU_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.IBU_KEY_DEAL_FACT_AM.del
AMSCED_IBU,EDGEDM.IBU_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.IBU_KEY_DEAL_FACT_AP.del
APSCED_IBU,EDGEDM.IBU_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.IBU_KEY_DEAL_FACT_30.del
APSCED_IBU,EDGEDM.IBU_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.IBU_KEY_DEAL_FACT_AM.del
APSCED_IBU,EDGEDM.IBU_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.IBU_KEY_DEAL_FACT_AP.del
EMSCED_IBU,EDGEDM.IBU_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.IBU_KEY_DEAL_FACT_30.del
EMSCED_IBU,EDGEDM.IBU_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.IBU_KEY_DEAL_FACT_AM.del
EMSCED_IBU,EDGEDM.IBU_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.IBU_KEY_DEAL_FACT_AP.del
AMDAILY,EDGEDM.INFLUENCER,/db2/db2load1/data/Ascential/DM/EDGEDM.INFLUENCER_30.del
AMDAILY,EDGEDM.INFLUENCER,/db2/db2load1/data/Ascential/DM/EDGEDM.INFLUENCER_AM.del
AMDAILY,EDGEDM.INFLUENCER,/db2/db2load1/data/Ascential/DM/EDGEDM.INFLUENCER_AP.del
APDAILY,EDGEDM.INFLUENCER,/db2/db2load1/data/Ascential/DM/EDGEDM.INFLUENCER_30.del
APDAILY,EDGEDM.INFLUENCER,/db2/db2load1/data/Ascential/DM/EDGEDM.INFLUENCER_AM.del
APDAILY,EDGEDM.INFLUENCER,/db2/db2load1/data/Ascential/DM/EDGEDM.INFLUENCER_AP.del
EMDAILY,EDGEDM.INFLUENCER,/db2/db2load1/data/Ascential/DM/EDGEDM.INFLUENCER_30.del
EMDAILY,EDGEDM.INFLUENCER,/db2/db2load1/data/Ascential/DM/EDGEDM.INFLUENCER_AM.del
EMDAILY,EDGEDM.INFLUENCER,/db2/db2load1/data/Ascential/DM/EDGEDM.INFLUENCER_AP.del
AMDAILY,EDGEDM.IR_DAILY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_DAILY_DATA_STATUS_30.del
AMDAILY,EDGEDM.IR_DAILY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_DAILY_DATA_STATUS_AM.del
AMDAILY,EDGEDM.IR_DAILY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_DAILY_DATA_STATUS_AP.del
APDAILY,EDGEDM.IR_DAILY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_DAILY_DATA_STATUS_30.del
APDAILY,EDGEDM.IR_DAILY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_DAILY_DATA_STATUS_AM.del
APDAILY,EDGEDM.IR_DAILY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_DAILY_DATA_STATUS_AP.del
EMDAILY,EDGEDM.IR_DAILY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_DAILY_DATA_STATUS_30.del
EMDAILY,EDGEDM.IR_DAILY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_DAILY_DATA_STATUS_AM.del
EMDAILY,EDGEDM.IR_DAILY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_DAILY_DATA_STATUS_AP.del
AMDAILY,EDGEDM.IR_WKLY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_WKLY_DATA_STATUS_30.del
AMDAILY,EDGEDM.IR_WKLY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_WKLY_DATA_STATUS_AM.del
AMDAILY,EDGEDM.IR_WKLY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_WKLY_DATA_STATUS_AP.del
APDAILY,EDGEDM.IR_WKLY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_WKLY_DATA_STATUS_30.del
APDAILY,EDGEDM.IR_WKLY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_WKLY_DATA_STATUS_AM.del
APDAILY,EDGEDM.IR_WKLY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_WKLY_DATA_STATUS_AP.del
EMDAILY,EDGEDM.IR_WKLY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_WKLY_DATA_STATUS_30.del
EMDAILY,EDGEDM.IR_WKLY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_WKLY_DATA_STATUS_AM.del
EMDAILY,EDGEDM.IR_WKLY_DATA_STATUS,/db2/db2load1/data/Ascential/DM/EDGEDM.IR_WKLY_DATA_STATUS_AP.del
APDAILY,EDGEDM.ISV_BUSINESS_PARTNER,/db2/db2load3/epm/data/isv_business_partner.del
AMADPM_DLY,EDGEDM.LOAD_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.LOAD_FACT.del
APADPM_DLY,EDGEDM.LOAD_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.LOAD_FACT.del
EMADPM_DLY,EDGEDM.LOAD_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.LOAD_FACT.del
APDAILY,EDGEDM.MEAS_BRAND,/db2/db2load1/data/Ascential/BI3/DM/CONFORM.MEAS_BRAND.DEL
APDAILY,EDGEDM.MSG_PLAN,/db2/db2load1/data/Ascential/BI3/DM/CONFORM.MSG_PLAN.del
AMSCED_OC,EDGEDM.ONECHANNEL_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.ONECHANNEL_KEY_DEAL_FACT_30.del
AMSCED_OC,EDGEDM.ONECHANNEL_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.ONECHANNEL_KEY_DEAL_FACT_AM.del
AMSCED_OC,EDGEDM.ONECHANNEL_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.ONECHANNEL_KEY_DEAL_FACT_AP.del
APSCED_OC,EDGEDM.ONECHANNEL_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.ONECHANNEL_KEY_DEAL_FACT_30.del
APSCED_OC,EDGEDM.ONECHANNEL_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.ONECHANNEL_KEY_DEAL_FACT_AM.del
APSCED_OC,EDGEDM.ONECHANNEL_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.ONECHANNEL_KEY_DEAL_FACT_AP.del
EMSCED_OC,EDGEDM.ONECHANNEL_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.ONECHANNEL_KEY_DEAL_FACT_30.del
EMSCED_OC,EDGEDM.ONECHANNEL_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.ONECHANNEL_KEY_DEAL_FACT_AM.del
EMSCED_OC,EDGEDM.ONECHANNEL_KEY_DEAL_FACT,/db2/db2load1/data/Ascential/DM/EDGEDM.ONECHANNEL_KEY_DEAL_FACT_AP.del
AMDAILY,EDGEDM.OPPORTUNITY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_30.del
AMDAILY,EDGEDM.OPPORTUNITY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_AM.del
AMDAILY,EDGEDM.OPPORTUNITY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_AP.del
APDAILY,EDGEDM.OPPORTUNITY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_30.del
APDAILY,EDGEDM.OPPORTUNITY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_AM.del
APDAILY,EDGEDM.OPPORTUNITY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_AP.del
EMDAILY,EDGEDM.OPPORTUNITY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_30.del
EMDAILY,EDGEDM.OPPORTUNITY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_AM.del
EMDAILY,EDGEDM.OPPORTUNITY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_AP.del
AMDAILY,EDGEDM.OPPORTUNITY_TEXT,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_TEXT_30.del
AMDAILY,EDGEDM.OPPORTUNITY_TEXT,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_TEXT_AM.del
AMDAILY,EDGEDM.OPPORTUNITY_TEXT,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_TEXT_AP.del
APDAILY,EDGEDM.OPPORTUNITY_TEXT,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_TEXT_30.del
APDAILY,EDGEDM.OPPORTUNITY_TEXT,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_TEXT_AM.del
APDAILY,EDGEDM.OPPORTUNITY_TEXT,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_TEXT_AP.del
EMDAILY,EDGEDM.OPPORTUNITY_TEXT,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_TEXT_30.del
EMDAILY,EDGEDM.OPPORTUNITY_TEXT,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_TEXT_AM.del
EMDAILY,EDGEDM.OPPORTUNITY_TEXT,/db2/db2load1/data/Ascential/DM/EDGEDM.OPPORTUNITY_TEXT_AP.del
AMDAILY,EDGEDM.OPP_CAMPAIGNS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CAMPAIGNS_30.del
AMDAILY,EDGEDM.OPP_CAMPAIGNS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CAMPAIGNS_AM.del
AMDAILY,EDGEDM.OPP_CAMPAIGNS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CAMPAIGNS_AP.del
APDAILY,EDGEDM.OPP_CAMPAIGNS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CAMPAIGNS_30.del
APDAILY,EDGEDM.OPP_CAMPAIGNS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CAMPAIGNS_AM.del
APDAILY,EDGEDM.OPP_CAMPAIGNS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CAMPAIGNS_AP.del
EMDAILY,EDGEDM.OPP_CAMPAIGNS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CAMPAIGNS_30.del
EMDAILY,EDGEDM.OPP_CAMPAIGNS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CAMPAIGNS_AM.del
EMDAILY,EDGEDM.OPP_CAMPAIGNS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CAMPAIGNS_AP.del
AMDAILY,EDGEDM.OPP_CATEGORY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CATEGORY_30.del
AMDAILY,EDGEDM.OPP_CATEGORY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CATEGORY_AM.del
AMDAILY,EDGEDM.OPP_CATEGORY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CATEGORY_AP.del
APDAILY,EDGEDM.OPP_CATEGORY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CATEGORY_30.del
APDAILY,EDGEDM.OPP_CATEGORY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CATEGORY_AM.del
APDAILY,EDGEDM.OPP_CATEGORY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CATEGORY_AP.del
EMDAILY,EDGEDM.OPP_CATEGORY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CATEGORY_30.del
EMDAILY,EDGEDM.OPP_CATEGORY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CATEGORY_AM.del
EMDAILY,EDGEDM.OPP_CATEGORY,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_CATEGORY_AP.del
AMADPM_DLY,EDGEDM.OPP_DETAIL_DAILY_REVENUE,/db2/db2load1/data/LM/data/dailyrevcurrLM.del
AMADPM_DLY,EDGEDM.OPP_DETAIL_DAILY_REVENUE,/db2/db2load1/data/LM/data/dailyrevcurrLM30.del
AMADPM_DLY,EDGEDM.OPP_DETAIL_DAILY_REVENUE,/db2/db2load1/data/LM/data/dailyrevcurrLMAP.del
APADPM_DLY,EDGEDM.OPP_DETAIL_DAILY_REVENUE,/db2/db2load1/data/LM/data/dailyrevcurrLM.del
APADPM_DLY,EDGEDM.OPP_DETAIL_DAILY_REVENUE,/db2/db2load1/data/LM/data/dailyrevcurrLM30.del
APADPM_DLY,EDGEDM.OPP_DETAIL_DAILY_REVENUE,/db2/db2load1/data/LM/data/dailyrevcurrLMAP.del
EMADPM_DLY,EDGEDM.OPP_DETAIL_DAILY_REVENUE,/db2/db2load1/data/LM/data/dailyrevcurrLM.del
EMADPM_DLY,EDGEDM.OPP_DETAIL_DAILY_REVENUE,/db2/db2load1/data/LM/data/dailyrevcurrLM30.del
EMADPM_DLY,EDGEDM.OPP_DETAIL_DAILY_REVENUE,/db2/db2load1/data/LM/data/dailyrevcurrLMAP.del
AMDAILY,EDGEDM.OPP_DETAIL_FACTS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_DETAIL_FACTS_30.del
AMDAILY,EDGEDM.OPP_DETAIL_FACTS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_DETAIL_FACTS_AM.del
AMDAILY,EDGEDM.OPP_DETAIL_FACTS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_DETAIL_FACTS_AP.del
APDAILY,EDGEDM.OPP_DETAIL_FACTS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_DETAIL_FACTS_30.del
APDAILY,EDGEDM.OPP_DETAIL_FACTS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_DETAIL_FACTS_AM.del
APDAILY,EDGEDM.OPP_DETAIL_FACTS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_DETAIL_FACTS_AP.del
EMDAILY,EDGEDM.OPP_DETAIL_FACTS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_DETAIL_FACTS_30.del
EMDAILY,EDGEDM.OPP_DETAIL_FACTS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_DETAIL_FACTS_AM.del
EMDAILY,EDGEDM.OPP_DETAIL_FACTS,/db2/db2load1/data/Ascential/DM/EDGEDM.OPP_DETAIL_FACTS_AP.del
HIS_WKLYAM,EDGEDM.OPP_DETAIL_HISTORY_REVENUE,/db2/db2load1/data/LM/data/quarterlyrevAM.del
HIS_WKLYAP,EDGEDM.OPP_DETAIL_HISTORY_REVENUE,/db2/db2load1/data/LM/data/quarterlyrevAP.del
HIS_WKLYEM,EDGEDM.OPP_DETAIL_HISTORY_REVENUE,/db2/db2load1/data/LM/data/quarterlyrev30.del
AMADPM_WK,EDGEDM.OPP_DETAIL_WEEKLY_REVENUE,/db2/db2load1/data/LM/data/wklyrevcurrLM.del
